location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,population,population_density
Colombia,2022-01-22,5714092.0,28027.0,28.944.714,132023.0,199.0,166.143,111.460.027,546.699,564.6,2.575.263,3.882,3.241,0.98,51265841.0,44.223
Colombia,2022-01-23,5740179.0,26087.0,28.054.714,132240.0,217.0,177.714,111.968.884,508.857,547.24,2.579.495,4.233,3.467,0.94,51265841.0,44.223
Colombia,2022-01-24,5761398.0,21219.0,27.618.571,132477.0,237.0,192.429,112.382.785,413.901,538.732,2.584.118,4.623,3.754,0.91,51265841.0,44.223
Colombia,2022-01-25,5780910.0,19512.0,26.284.714,132737.0,260.0,209.857,112763.39,380.604,512.714,2589.19,5.072,4.094,0.87,51265841.0,44.223
Colombia,2022-01-26,5798799.0,17889.0,24897.0,133019.0,282.0,226.0,113.112.335,348.946,485.645,2.594.691,5.501,4.408,0.83,51265841.0,44.223
Colombia,2022-01-27,5816462.0,17663.0,23.062.286,133292.0,273.0,237.857,113.456.873,344.537,449.857,2.600.016,5.325,4.64,0.8,51265841.0,44.223
Colombia,2022-01-28,5837408.0,20946.0,21.620.429,133560.0,268.0,248.0,113.865.449,408.576,421.732,2.605.244,5.228,4.838,0.78,51265841.0,44.223
Colombia,2022-01-29,5855858.0,18450.0,20.252.286,133832.0,272.0,258.429,114.225.338,359.889,395.044,2.610.549,5.306,5.041,0.77,51265841.0,44.223
Colombia,2022-01-30,5871977.0,16119.0,18.828.286,134079.0,247.0,262.714,114.539.758,314.42,367.268,2.615.367,4.818,5.125,0.76,51265841.0,44.223
Colombia,2022-01-31,5887261.0,15284.0,17.980.429,134300.0,221.0,260.429,114837.89,298.132,350.729,2.619.678,4.311,5.08,0.75,51265841.0,44.223
Colombia,2022-02-01,5901715.0,14454.0,17.257.857,134551.0,251.0,259.143,115.119.832,281.942,336.635,2.624.574,4.896,5.055,0.74,51265841.0,44.223
Colombia,2022-02-02,5916825.0,15110.0,16.860.857,134781.0,230.0,251.714,115414.57,294.738,328.891,2.629.061,4.486,4.91,0.72,51265841.0,44.223
Colombia,2022-02-03,5930393.0,13568.0,16.275.857,135043.0,262.0,250.143,115679.23,264.66,317.48,2.634.171,5.111,4.879,0.7,51265841.0,44.223
Colombia,2022-02-04,5943783.0,13390.0,15.196.429,135282.0,239.0,246.0,115.940.417,261.188,296.424,2.638.833,4.662,4.799,0.68,51265841.0,44.223
Colombia,2022-02-05,5956350.0,12567.0,14356.0,135518.0,236.0,240.857,116.185.551,245.134,280.031,2.643.437,4.603,4.698,0.66,51265841.0,44.223
Colombia,2022-02-06,5966706.0,10356.0,13.532.714,135757.0,239.0,239.714,116.387.557,202.006,263.971,2.648.099,4.662,4.676,0.65,51265841.0,44.223
Colombia,2022-02-07,5975786.0,9080.0,12.646.429,135992.0,235.0,241.714,116.564.673,177.116,246.683,2.652.683,4.584,4.715,0.63,51265841.0,44.223
Colombia,2022-02-08,5985516.0,9730.0,11.971.571,136197.0,205.0,235.143,116.754.468,189.795,233.519,2.656.681,3.999,4.587,0.62,51265841.0,44.223
Colombia,2022-02-09,5994301.0,8785.0,11068.0,136404.0,207.0,231.857,116925.83,171.362,215.894,2.660.719,4.038,4.523,0.59,51265841.0,44.223
Colombia,2022-02-10,6002570.0,8269.0,10311.0,136583.0,179.0,220.0,117.087.126,161.296,201.128,2.664.211,3.492,4.291,0.57,51265841.0,44.223
Colombia,2022-02-11,6007991.0,5421.0,9.172.571,136764.0,181.0,211.714,117.192.869,105.743,178.922,2.667.741,3.531,4.13,0.54,51265841.0,44.223
Colombia,2022-02-12,6014563.0,6572.0,8.316.143,136953.0,189.0,205.0,117.321.064,128.195,162.216,2.671.428,3.687,3.999,0.53,51265841.0,44.223
Colombia,2022-02-13,6020095.0,5532.0,7627.0,137115.0,162.0,194.0,117.428.972,107.908,148.774,2.674.588,3.16,3.784,0.52,51265841.0,44.223
Colombia,2022-02-14,6023257.0,3162.0,6.781.571,137301.0,186.0,187.0,117490.65,61.678,132.282,2.678.216,3.628,3.648,0.51,51265841.0,44.223
Colombia,2022-02-15,6026988.0,3731.0,5.924.571,137439.0,138.0,177.429,117.563.428,72.778,115.566,2.680.908,2.692,3.461,0.5,51265841.0,44.223
Colombia,2022-02-16,6031130.0,4142.0,5.261.286,137586.0,147.0,168.857,117.644.222,80.795,102.628,2.683.775,2.867,3.294,0.5,51265841.0,44.223
Colombia,2022-02-17,6035143.0,4013.0,4.653.286,137733.0,147.0,164.286,117.722.501,78.278,90.768,2.686.643,2.867,3.205,0.5,51265841.0,44.223
Colombia,2022-02-18,6039163.0,4020.0,4.453.143,137869.0,136.0,157.857,117.800.915,78.415,86.864,2.689.296,2.653,3.079,0.51,51265841.0,44.223
Colombia,2022-02-19,6043661.0,4498.0,4.156.857,137996.0,127.0,149.0,117.888.654,87.739,81.084,2.691.773,2.477,2.906,0.51,51265841.0,44.223
Colombia,2022-02-20,6047042.0,3381.0,3.849.571,138106.0,110.0,141.571,117.954.605,65.95,75.09,2.693.919,2.146,2.762,0.51,51265841.0,44.223
Colombia,2022-02-21,6049952.0,2910.0,3.813.571,138205.0,99.0,129.143,118.011.367,56.763,74.388,2695.85,1.931,2.519,0.5,51265841.0,44.223
Colombia,2022-02-22,6052126.0,2174.0,3.591.143,138285.0,80.0,120.857,118.053.774,42.406,70.049,2697.41,1.56,2.357,0.49,51265841.0,44.223
Colombia,2022-02-23,6054307.0,2181.0,3311.0,138364.0,79.0,111.143,118.096.317,42.543,64.585,2.698.951,1.541,2.168,0.48,51265841.0,44.223
Colombia,2022-02-24,6056556.0,2249.0,3059.0,138421.0,57.0,98.286,118.140.186,43.869,59.669,2.700.063,1.112,1.917,0.48,51265841.0,44.223
Colombia,2022-02-25,6058715.0,2159.0,2.793.143,138501.0,80.0,90.286,118182.3,42.114,54.484,2.701.623,1.56,1.761,0.48,51265841.0,44.223
Colombia,2022-02-26,6060793.0,2078.0,2.447.429,138598.0,97.0,86.0,118.222.834,40.534,47.74,2.703.516,1.892,1.678,0.48,51265841.0,44.223
Colombia,2022-02-27,6062701.0,1908.0,2237.0,138693.0,95.0,83.857,118.260.052,37.218,43.635,2.705.369,1.853,1.636,0.48,51265841.0,44.223
Colombia,2022-02-28,6064583.0,1882.0,2.090.143,138767.0,74.0,80.286,118.296.762,36.711,40.771,2.706.812,1.443,1.566,0.48,51265841.0,44.223
Colombia,2022-03-01,6065801.0,1218.0,1.953.571,138854.0,87.0,81.286,118.320.521,23.759,38.107,2.708.509,1.697,1.586,0.47,51265841.0,44.223
Colombia,2022-03-02,6067023.0,1222.0,1.816.571,138899.0,45.0,76.429,118.344.357,23.837,35.434,2.709.387,0.878,1.491,0.47,51265841.0,44.223
Colombia,2022-03-03,6068074.0,1051.0,1.645.429,138939.0,40.0,74.0,118.364.858,20.501,32.096,2.710.167,0.78,1.443,0.46,51265841.0,44.223
Colombia,2022-03-04,6069425.0,1351.0,1530.0,138984.0,45.0,69.0,118.391.211,26.353,29.844,2.711.045,0.878,1.346,0.47,51265841.0,44.223
Colombia,2022-03-05,6070616.0,1191.0,1.403.286,139037.0,53.0,62.714,118.414.443,23.232,27.373,2.712.079,1.034,1.223,0.48,51265841.0,44.223
Colombia,2022-03-06,6071704.0,1088.0,1.286.143,139091.0,54.0,56.857,118.435.666,21.223,25.088,2.713.132,1.053,1.109,0.48,51265841.0,44.223
Colombia,2022-03-07,6072656.0,952.0,1.153.286,139120.0,29.0,50.429,118.454.235,18.57,22.496,2.713.698,0.566,0.984,0.48,51265841.0,44.223
Colombia,2022-03-08,6073416.0,760.0,1.087.857,139154.0,34.0,42.857,118469.06,14.825,21.22,2.714.361,0.663,0.836,0.48,51265841.0,44.223
Colombia,2022-03-09,6074155.0,739.0,1.018.857,139189.0,35.0,41.429,118.483.475,14.415,19.874,2.715.044,0.683,0.808,0.48,51265841.0,44.223
Colombia,2022-03-10,6074874.0,719.0,971.429,139220.0,31.0,40.143,118497.5,14.025,18.949,2.715.648,0.605,0.783,0.49,51265841.0,44.223
Colombia,2022-03-11,6075656.0,782.0,890.143,139255.0,35.0,38.714,118.512.754,15.254,17.363,2.716.331,0.683,0.755,0.49,51265841.0,44.223
Colombia,2022-03-12,6076333.0,677.0,816.714,139283.0,28.0,35.143,118525.96,13.206,15.931,2.716.877,0.546,0.686,0.51,51265841.0,44.223
Colombia,2022-03-13,6076819.0,486.0,730.714,139297.0,14.0,29.429,118535.44,9.48,14.253,2717.15,0.273,0.574,0.52,51265841.0,44.223
Colombia,2022-03-14,6077288.0,469.0,661.714,139315.0,18.0,27.857,118.544.588,9.148,12.908,2.717.502,0.351,0.543,0.54,51265841.0,44.223
Colombia,2022-03-15,6077861.0,573.0,635.0,139335.0,20.0,25.857,118.555.765,11.177,12.386,2.717.892,0.39,0.504,0.57,51265841.0,44.223
Colombia,2022-03-16,6078487.0,626.0,618.857,139361.0,26.0,24.571,118.567.976,12.211,12.072,2.718.399,0.507,0.479,0.59,51265841.0,44.223
Colombia,2022-03-17,6079231.0,744.0,622.429,139386.0,25.0,23.714,118.582.488,14.513,12.141,2.718.886,0.488,0.463,0.61,51265841.0,44.223
Colombia,2022-03-18,6079896.0,665.0,605.714,139415.0,29.0,22.857,118595.46,12.972,11.815,2.719.452,0.566,0.446,0.62,51265841.0,44.223
Colombia,2022-03-19,6080589.0,693.0,608.0,139434.0,19.0,21.571,118.608.978,13.518,11.86,2.719.823,0.371,0.421,0.63,51265841.0,44.223
Colombia,2022-03-20,6081131.0,542.0,616.0,139452.0,18.0,22.143,118619.55,10.572,12.016,2.720.174,0.351,0.432,0.62,51265841.0,44.223
Colombia,2022-03-21,6081639.0,508.0,621.571,139471.0,19.0,22.286,118.629.459,9.909,12.124,2.720.544,0.371,0.435,0.61,51265841.0,44.223
Colombia,2022-03-22,6081933.0,294.0,581.714,139489.0,18.0,22.0,118.635.194,5.735,11.347,2.720.896,0.351,0.429,0.59,51265841.0,44.223
Colombia,2022-03-23,6082226.0,293.0,534.143,139508.0,19.0,21.0,118.640.909,5.715,10.419,2.721.266,0.371,0.41,0.59,51265841.0,44.223
Colombia,2022-03-24,6082577.0,351.0,478.0,139531.0,23.0,20.714,118.647.756,6.847,9.324,2.721.715,0.449,0.404,0.59,51265841.0,44.223
Colombia,2022-03-25,6082943.0,366.0,435.286,139544.0,13.0,18.429,118.654.895,7.139,8.491,2.721.968,0.254,0.359,0.61,51265841.0,44.223
Colombia,2022-03-26,6083291.0,348.0,386.0,139558.0,14.0,17.714,118.661.684,6.788,7.529,2.722.242,0.273,0.346,0.63,51265841.0,44.223
Colombia,2022-03-27,6083643.0,352.0,358.857,139573.0,15.0,17.286,118668.55,6.866,7.0,2.722.534,0.293,0.337,0.65,51265841.0,44.223
Colombia,2022-03-28,6083939.0,296.0,328.571,139585.0,12.0,16.286,118.674.324,5.774,6.409,2.722.768,0.234,0.318,0.67,51265841.0,44.223
Colombia,2022-03-29,6084240.0,301.0,329.571,139595.0,10.0,15.143,118.680.195,5.871,6.429,2.722.963,0.195,0.295,0.69,51265841.0,44.223
Colombia,2022-03-30,6084551.0,311.0,332.143,139595.0,0.0,12.429,118.686.261,6.066,6.479,2.722.963,0.0,0.242,0.71,51265841.0,44.223
Colombia,2022-03-31,6084916.0,365.0,334.143,139621.0,26.0,12.857,118.693.381,7.12,6.518,2723.47,0.507,0.251,0.73,51265841.0,44.223
Colombia,2022-04-01,6085270.0,354.0,332.429,139636.0,15.0,13.143,118.700.286,6.905,6.484,2.723.763,0.293,0.256,0.75,51265841.0,44.223
Colombia,2022-04-02,6085618.0,348.0,332.429,139650.0,14.0,13.143,118.707.074,6.788,6.484,2.724.036,0.273,0.256,0.77,51265841.0,44.223
Colombia,2022-04-03,6085926.0,308.0,326.143,139660.0,10.0,12.429,118.713.082,6.008,6.362,2.724.231,0.195,0.242,0.79,51265841.0,44.223
Colombia,2022-04-04,6086233.0,307.0,327.714,139670.0,10.0,12.143,118.719.071,5.988,6.392,2.724.426,0.195,0.237,0.8,51265841.0,44.223
Colombia,2022-04-05,6086484.0,251.0,320.571,139678.0,8.0,11.857,118.723.967,4.896,6.253,2.724.582,0.156,0.231,0.81,51265841.0,44.223
Colombia,2022-04-06,6086811.0,327.0,322.857,139687.0,9.0,13.143,118.730.345,6.379,6.298,2.724.758,0.176,0.256,0.81,51265841.0,44.223
Colombia,2022-04-07,6087123.0,312.0,315.286,139693.0,6.0,10.286,118.736.431,6.086,6.15,2.724.875,0.117,0.201,0.81,51265841.0,44.223
Colombia,2022-04-08,6087443.0,320.0,310.429,139703.0,10.0,9.571,118.742.673,6.242,6.055,2725.07,0.195,0.187,0.82,51265841.0,44.223
Colombia,2022-04-09,6087737.0,294.0,302.714,139713.0,10.0,9.0,118.748.408,5.735,5.905,2.725.265,0.195,0.176,0.84,51265841.0,44.223
Colombia,2022-04-10,6088034.0,297.0,301.143,139719.0,6.0,8.429,118.754.201,5.793,5.874,2.725.382,0.117,0.164,0.86,51265841.0,44.223
Colombia,2022-04-11,6088335.0,301.0,300.286,139725.0,6.0,7.857,118.760.073,5.871,5.857,2.725.499,0.117,0.153,0.86,51265841.0,44.223
Colombia,2022-04-12,6088619.0,284.0,305.0,139729.0,4.0,7.286,118.765.612,5.54,5.949,2.725.577,0.078,0.142,0.84,51265841.0,44.223
Colombia,2022-04-13,6088912.0,293.0,300.143,139734.0,5.0,6.714,118.771.328,5.715,5.855,2.725.675,0.098,0.131,0.8,51265841.0,44.223
Colombia,2022-04-14,6089176.0,264.0,293.286,139738.0,4.0,6.429,118.776.477,5.15,5.721,2.725.753,0.078,0.125,0.76,51265841.0,44.223
Colombia,2022-04-15,6089381.0,205.0,276.857,139741.0,3.0,5.429,118.780.476,3.999,5.4,2.725.811,0.059,0.106,0.76,51265841.0,44.223
Colombia,2022-04-16,6089540.0,159.0,257.571,139745.0,4.0,4.571,118.783.578,3.101,5.024,2.725.889,0.078,0.089,0.77,51265841.0,44.223
Colombia,2022-04-17,6089662.0,122.0,232.571,139749.0,4.0,4.286,118.785.957,2.38,4.537,2.725.967,0.078,0.084,0.8,51265841.0,44.223
Colombia,2022-04-18,6089791.0,129.0,208.0,139751.0,2.0,3.714,118.788.474,2.516,4.057,2.726.006,0.039,0.072,0.83,51265841.0,44.223
Colombia,2022-04-19,6089998.0,207.0,197.0,139754.0,3.0,3.571,118.792.511,4.038,3.843,2.726.065,0.059,0.07,0.86,51265841.0,44.223
Colombia,2022-04-20,6090246.0,248.0,190.571,139755.0,1.0,3.0,118.797.349,4.838,3.717,2.726.084,0.02,0.059,0.88,51265841.0,44.223
Colombia,2022-04-21,6090520.0,274.0,192.0,139759.0,4.0,3.0,118.802.694,5.345,3.745,2.726.162,0.078,0.059,0.88,51265841.0,44.223
Colombia,2022-04-22,6090803.0,283.0,203.143,139765.0,6.0,3.429,118.808.214,5.52,3.963,2.726.279,0.117,0.067,0.93,51265841.0,44.223
Colombia,2022-04-23,6091094.0,291.0,222.0,139771.0,6.0,3.714,118813.89,5.676,4.33,2.726.396,0.117,0.072,0.96,51265841.0,44.223
Colombia,2022-04-24,6091343.0,249.0,240.143,139778.0,7.0,4.143,118.818.747,4.857,4.684,2.726.533,0.137,0.081,0.98,51265841.0,44.223
Colombia,2022-04-25,6091551.0,208.0,251.429,139780.0,2.0,4.143,118.822.804,4.057,4.904,2.726.572,0.039,0.081,0.96,51265841.0,44.223
Colombia,2022-04-26,6091753.0,202.0,250.714,139783.0,3.0,4.143,118.826.745,3.94,4.89,2726.63,0.059,0.081,0.92,51265841.0,44.223
Colombia,2022-04-27,6091959.0,206.0,244.714,139785.0,2.0,4.286,118.830.763,4.018,4.773,2.726.669,0.039,0.084,0.86,51265841.0,44.223
Colombia,2022-04-28,6092167.0,208.0,235.286,139789.0,4.0,4.286,118834.82,4.057,4.59,2.726.747,0.078,0.084,0.78,51265841.0,44.223
Colombia,2022-04-29,6092403.0,236.0,228.571,139793.0,4.0,4.0,118.839.424,4.603,4.459,2.726.825,0.078,0.078,0.83,51265841.0,44.223
Colombia,2022-04-30,6092667.0,264.0,224.714,139797.0,4.0,3.714,118.844.573,5.15,4.383,2.726.903,0.078,0.072,0.86,51265841.0,44.223
Colombia,2022-05-01,6092667.0,0.0,189.143,139797.0,0.0,2.714,118.844.573,0.0,3.689,2.726.903,0.0,0.053,0.86,51265841.0,44.223
Colombia,2022-05-02,6092667.0,0.0,159.429,139797.0,0.0,2.429,118.844.573,0.0,3.11,2.726.903,0.0,0.047,0.89,51265841.0,44.223
Colombia,2022-05-03,6092667.0,0.0,130.571,139797.0,0.0,2.0,118.844.573,0.0,2.547,2.726.903,0.0,0.039,0.95,51265841.0,44.223
Colombia,2022-05-04,6092667.0,0.0,101.143,139797.0,0.0,1.714,118.844.573,0.0,1.973,2.726.903,0.0,0.033,1.04,51265841.0,44.223
Colombia,2022-05-05,6093645.0,978.0,211.143,139809.0,12.0,2.857,118863.65,19.077,4.119,2.727.138,0.234,0.056,1.14,51265841.0,44.223
Colombia,2022-05-06,6093645.0,0.0,177.429,139809.0,0.0,2.286,118863.65,0.0,3.461,2.727.138,0.0,0.045,1.02,51265841.0,44.223
Colombia,2022-05-07,6093645.0,0.0,139.714,139809.0,0.0,1.714,118863.65,0.0,2.725,2.727.138,0.0,0.033,0.9,51265841.0,44.223
Colombia,2022-05-08,6093645.0,0.0,139.714,139809.0,0.0,1.714,118863.65,0.0,2.725,2.727.138,0.0,0.033,0.82,51265841.0,44.223
Colombia,2022-05-09,6093645.0,0.0,139.714,139809.0,0.0,1.714,118863.65,0.0,2.725,2.727.138,0.0,0.033,0.77,51265841.0,44.223
Colombia,2022-05-10,6093645.0,0.0,139.714,139809.0,0.0,1.714,118863.65,0.0,2.725,2.727.138,0.0,0.033,0.74,51265841.0,44.223
Colombia,2022-05-11,6093645.0,0.0,139.714,139809.0,0.0,1.714,118863.65,0.0,2.725,2.727.138,0.0,0.033,0.73,51265841.0,44.223
Colombia,2022-05-12,6095316.0,1671.0,238.714,139821.0,12.0,1.714,118.896.245,32.595,4.656,2.727.372,0.234,0.033,0.7,51265841.0,44.223
Colombia,2022-05-13,6095316.0,0.0,238.714,139821.0,0.0,1.714,118.896.245,0.0,4.656,2.727.372,0.0,0.033,0.68,51265841.0,44.223
Colombia,2022-05-14,6095316.0,0.0,238.714,139821.0,0.0,1.714,118.896.245,0.0,4.656,2.727.372,0.0,0.033,0.66,51265841.0,44.223
Colombia,2022-05-15,6095316.0,0.0,238.714,139821.0,0.0,1.714,118.896.245,0.0,4.656,2.727.372,0.0,0.033,0.64,51265841.0,44.223
Colombia,2022-05-16,6095316.0,0.0,238.714,139821.0,0.0,1.714,118.896.245,0.0,4.656,2.727.372,0.0,0.033,0.63,51265841.0,44.223
Colombia,2022-05-17,6095316.0,0.0,238.714,139821.0,0.0,1.714,118.896.245,0.0,4.656,2.727.372,0.0,0.033,0.64,51265841.0,44.223
Colombia,2022-05-18,6095316.0,0.0,238.714,139821.0,0.0,1.714,118.896.245,0.0,4.656,2.727.372,0.0,0.033,0.64,51265841.0,44.223
Colombia,2022-05-19,6099111.0,3795.0,542.143,139833.0,12.0,1.714,118.970.271,74.026,10.575,2.727.606,0.234,0.033,0.64,51265841.0,44.223
Colombia,2022-05-20,6099111.0,0.0,542.143,139833.0,0.0,1.714,118.970.271,0.0,10.575,2.727.606,0.0,0.033,,51265841.0,44.223
Colombia,2022-05-21,6099111.0,0.0,542.143,139833.0,0.0,1.714,118.970.271,0.0,10.575,2.727.606,0.0,0.033,,51265841.0,44.223
Colombia,2022-05-22,6099111.0,0.0,542.143,139833.0,0.0,1.714,118.970.271,0.0,10.575,2.727.606,0.0,0.033,,51265841.0,44.223
Colombia,2022-05-23,6099111.0,0.0,542.143,139833.0,0.0,1.714,118.970.271,0.0,10.575,2.727.606,0.0,0.033,,51265841.0,44.223
Colombia,2022-05-24,6099111.0,0.0,542.143,139833.0,0.0,1.714,118.970.271,0.0,10.575,2.727.606,0.0,0.033,,51265841.0,44.223
Colombia,2022-05-25,6099111.0,0.0,542.143,139833.0,0.0,1.714,118.970.271,0.0,10.575,2.727.606,0.0,0.033,,51265841.0,44.223
Colombia,2022-05-26,6103455.0,4344.0,620.571,139854.0,21.0,3.0,119.055.006,84.735,12.105,2.728.015,0.41,0.059,,51265841.0,44.223
