iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
COL;South America;Colombia;2021-05-27;3319193.0;25092.0;20283.0;86693.0;513.0;494.286;64744.729;489.449;395.644;1691.048;10.007;9.642;1.18;;;;;;;;;16667423.0;104058.0;325.118;2.03;80537.0;1.571;0.295;3.4;tests performed;;;;;;158059.0;;;;;3083.0;133934.0;0.261;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-05-28;3342567.0;23374.0;21502.429;87207.0;514.0;498.286;65200.666;455.937;419.43;1701.074;10.026;9.72;1.17;;;;;;;;;16748388.0;80965.0;326.697;1.579;82043.0;1.6;0.297;3.4;tests performed;;;;;;180871.0;;;;;3528.0;157908.0;0.308;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-05-29;3363061.0;20494.0;21753.429;87747.0;540.0;502.714;65600.426;399.759;424.326;1711.608;10.533;9.806;1.16;;;;;;;;;16834602.0;86214.0;328.379;1.682;80888.0;1.578;0.299;3.3;tests performed;9661266.0;6399229.0;3262037.0;;;203683.0;18.85;12.48;6.36;;3973.0;181881.0;0.355;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-05-30;3383279.0;20218.0;21546.143;88282.0;535.0;508.286;65994.801;394.376;420.283;1722.043;10.436;9.915;1.16;;;;;;;;;16913509.0;78907.0;329.918;1.539;82596.0;1.611;0.3;3.3;tests performed;9825772.0;6551917.0;3273855.0;;164506.0;217358.0;19.17;12.78;6.39;;4240.0;196452.0;0.383;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;111111.0;31.57;90.68;2167.3496
COL;South America;Colombia;2021-05-31;3406456.0;23177.0;22431.857;88774.0;492.0;509.571;66446.896;452.094;437.56;1731.64;9.597;9.94;1.18;;;;;;;;;16964487.0;50978.0;330.912;0.994;84054.0;1.64;0.301;3.3;tests performed;10092122.0;6798875.0;3293247.0;;266350.0;238076.0;19.69;13.26;6.42;;4644.0;217252.0;0.424;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-01;3432422.0;25966.0;23115.429;89297.0;523.0;518.714;66953.393;506.497;450.893;1741.842;10.202;10.118;1.18;;;;;;;;;17055086.0;90599.0;332.679;1.767;84194.0;1.642;0.302;3.3;tests performed;10382967.0;7068568.0;3314399.0;;290845.0;252819.0;20.25;13.79;6.47;;4932.0;232705.0;0.454;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-02;3459422.0;27000.0;23617.286;89808.0;511.0;518.286;67480.059;526.666;460.683;1751.81;9.968;10.11;1.17;;;;;;;;;17163100.0;108014.0;334.786;2.107;85676.0;1.671;0.31;3.2;tests performed;10697683.0;7359045.0;3338638.0;;314716.0;265046.0;20.87;14.35;6.51;;5170.0;244648.0;0.477;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-03;3488046.0;28624.0;24121.857;90353.0;545.0;522.857;68038.404;558.344;470.525;1762.441;10.631;10.199;1.16;;;;;;;;;17259970.0;96870.0;336.676;1.89;84650.0;1.651;0.313;3.2;tests performed;10979983.0;7610719.0;3369264.0;;282300.0;266379.0;21.42;14.85;6.57;;5196.0;244757.0;0.477;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-04;3518046.0;30000.0;25068.429;90890.0;537.0;526.143;68623.589;585.185;488.989;1772.915;10.475;10.263;1.14;;;;;;;;;17357402.0;97432.0;338.576;1.901;87002.0;1.697;0.316;3.2;tests performed;11244592.0;7841655.0;3402937.0;;264609.0;265185.0;21.93;15.3;6.64;;5173.0;241905.0;0.472;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-05;3547017.0;28971.0;26279.429;91422.0;532.0;525.0;69188.702;565.113;512.611;1783.293;10.377;10.241;1.12;;;;;;;;;17455750.0;98348.0;340.495;1.918;88735.0;1.731;0.319;3.1;tests performed;11485904.0;8053098.0;3432806.0;;241312.0;260663.0;22.4;15.71;6.7;;5085.0;236267.0;0.461;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-06;3571067.0;24050.0;26826.857;91961.0;539.0;525.571;69657.825;469.123;523.289;1793.807;10.514;10.252;1.1;;;;;;;;;17527352.0;71602.0;341.891;1.397;87692.0;1.711;0.321;3.1;tests performed;11615265.0;8164744.0;3450521.0;;129361.0;255642.0;22.66;15.93;6.73;;4987.0;230404.0;0.449;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;116034.9;32.51;100.02;2263.396011
COL;South America;Colombia;2021-06-07;3593016.0;21949.0;26651.429;92496.0;535.0;531.714;70085.966;428.141;519.867;1804.242;10.436;10.372;1.08;;;;;;;;;17579550.0;52198.0;342.91;1.018;87866.0;1.714;0.323;3.1;tests performed;11733523.0;8262316.0;3471207.0;;118258.0;234486.0;22.89;16.12;6.77;;4574.0;209063.0;0.408;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-08;3611602.0;18586.0;25597.143;92923.0;427.0;518.0;70448.508;362.542;499.302;1812.571;8.329;10.104;1.07;;;;;;;;;17643875.0;64325.0;344.164;1.255;84113.0;1.641;0.33;3.0;tests performed;11977805.0;8442704.0;3535101.0;;244282.0;227834.0;23.36;16.47;6.9;;4444.0;196305.0;0.383;62.96;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-09;3633481.0;21879.0;24865.571;93394.0;471.0;512.286;70875.283;426.775;485.032;1821.759;9.187;9.993;1.07;;;;;;;;;17753092.0;109217.0;346.295;2.13;84285.0;1.644;0.325;3.1;tests performed;12206104.0;8612065.0;3594039.0;;228299.0;215489.0;23.81;16.8;7.01;;4203.0;179003.0;0.349;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-10;3665137.0;31656.0;25298.714;94046.0;652.0;527.571;71492.77;617.487;493.481;1834.477;12.718;10.291;1.08;;;;;;;;;17865464.0;112372.0;348.487;2.192;86499.0;1.687;0.325;3.1;tests performed;;;;;;211249.0;;;;;4121.0;169030.0;0.33;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-11;3694707.0;29570.0;25237.286;94615.0;569.0;532.143;72069.568;576.797;492.283;1845.576;11.099;10.38;1.09;;;;;;;;;17982770.0;117306.0;350.775;2.288;89338.0;1.743;0.328;3.0;tests performed;12711342.0;8975790.0;3735552.0;;;209536.0;24.79;17.51;7.29;;4087.0;162019.0;0.316;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-12;3724705.0;29998.0;25384.0;95192.0;577.0;538.571;72654.714;585.146;495.145;1856.831;11.255;10.505;1.09;;;;;;;;;18067758.0;84988.0;352.433;1.658;87430.0;1.705;0.326;3.1;tests performed;12917941.0;9117737.0;3800204.0;;206599.0;204577.0;25.2;17.79;7.41;;3991.0;152091.0;0.297;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-13;3753224.0;28519.0;26022.429;95778.0;586.0;545.286;73211.01;556.296;507.598;1868.262;11.431;10.636;1.08;;;;;;;;;18159504.0;91746.0;354.222;1.79;90307.0;1.762;0.328;3.0;tests performed;13024786.0;9194373.0;3830413.0;;106845.0;201360.0;25.41;17.93;7.47;;3928.0;147090.0;0.287;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;121233.0;33.5;104.38;2364.791012
COL;South America;Colombia;2021-06-14;3777600.0;24376.0;26369.143;96366.0;588.0;552.857;73686.492;475.482;514.361;1879.731;11.47;10.784;1.07;;;;;;;;;18205176.0;45672.0;355.113;0.891;89375.0;1.743;0.327;3.1;tests performed;13167044.0;9291221.0;3875823.0;;142258.0;204789.0;25.68;18.12;7.56;;3995.0;146986.0;0.287;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-15;3802052.0;24452.0;27207.143;96965.0;599.0;577.429;74163.457;476.965;530.707;1891.415;11.684;11.263;1.07;;;;;;;;;18292823.0;87647.0;356.823;1.71;92707.0;1.808;0.329;3.0;tests performed;;;;;;212523.0;;;;;4146.0;142404.0;0.278;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-16;3829879.0;27827.0;28056.857;97560.0;595.0;595.143;74706.255;542.798;547.282;1903.022;11.606;11.609;1.06;;;;;;;;;18403650.0;110827.0;358.985;2.162;92937.0;1.813;0.335;3.0;tests performed;;;;;;222540.0;;;;;4341.0;139397.0;0.272;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-17;3859824.0;29945.0;27812.429;98156.0;596.0;587.143;75290.367;584.112;542.514;1914.647;11.626;11.453;1.06;;;;;;;;;18510364.0;106714.0;361.066;2.082;92129.0;1.797;0.338;3.0;tests performed;14062307.0;9736151.0;4326156.0;;;229083.0;27.43;18.99;8.44;;4469.0;134603.0;0.263;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-18;3888614.0;28790.0;27701.0;98746.0;590.0;590.143;75851.95;561.583;540.34;1926.156;11.509;11.511;1.05;;;;;;;;;18623558.0;113194.0;363.274;2.208;91541.0;1.786;0.339;2.9;tests performed;;;;;;240511.0;;;;;4691.0;132571.0;0.259;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-19;3917348.0;28734.0;27520.429;99335.0;589.0;591.857;76412.44;560.49;536.818;1937.645;11.489;11.545;1.05;;;;;;;;;18724777.0;101219.0;365.249;1.974;93860.0;1.831;0.34;2.9;tests performed;14727526.0;10071423.0;4656103.0;;;258512.0;28.73;19.65;9.08;;5043.0;136241.0;0.266;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-20;3945166.0;27818.0;27420.286;99934.0;599.0;593.714;76955.063;542.623;534.865;1949.329;11.684;11.581;1.05;;;;;;;;;18801159.0;76382.0;366.739;1.49;91665.0;1.788;0.341;2.9;tests performed;14953869.0;10172100.0;4781769.0;;226343.0;275583.0;29.17;19.84;9.33;;5376.0;139675.0;0.272;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;126826.3;34.57;113.09;2473.894849
COL;South America;Colombia;2021-06-21;3968405.0;23239.0;27257.857;100582.0;648.0;602.286;77408.366;453.304;531.696;1961.969;12.64;11.748;1.05;;;;;;;;;18880824.0;79665.0;368.292;1.554;96521.0;1.883;0.339;2.9;tests performed;15298930.0;10321140.0;4977790.0;;345061.0;304555.0;29.84;20.13;9.71;;5941.0;147131.0;0.287;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-22;3997021.0;28616.0;27852.714;101302.0;720.0;619.571;77966.555;558.188;543.3;1976.014;14.044;12.085;1.06;;;;;;;;;18991604.0;110780.0;370.453;2.161;99826.0;1.947;0.334;3.0;tests performed;15682435.0;10493152.0;5189283.0;;383505.0;316710.0;30.59;20.47;10.12;;6178.0;150517.0;0.294;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-23;4027016.0;29995.0;28162.429;101947.0;645.0;626.714;78551.642;585.087;549.341;1988.595;12.581;12.225;1.06;;;;;;;;;19119385.0;127781.0;372.946;2.493;102248.0;1.994;0.33;3.0;tests performed;16038817.0;10657628.0;5381189.0;;356382.0;324990.0;31.29;20.79;10.5;;6339.0;152827.0;0.298;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-24;4060013.0;32997.0;28598.429;102636.0;689.0;640.0;79195.287;643.645;557.846;2002.035;13.44;12.484;1.06;;;;;;;;;19238762.0;119377.0;375.274;2.329;104057.0;2.03;0.331;3.0;tests performed;16365857.0;10799201.0;5566656.0;;327040.0;329079.0;31.92;21.07;10.86;;6419.0;151864.0;0.296;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-25;4092746.0;32733.0;29161.714;103321.0;685.0;653.571;79833.782;638.495;568.833;2015.397;13.362;12.749;1.06;;;;;;;;;19360226.0;121464.0;377.644;2.369;105238.0;2.053;0.324;3.1;tests performed;16693732.0;10936234.0;5757498.0;;327875.0;328402.0;32.56;21.33;11.23;;6406.0;147492.0;0.288;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-26;4126340.0;33594.0;29856.0;104014.0;693.0;668.429;80489.073;655.29;582.376;2028.914;13.518;13.038;1.05;;;;;;;;;19470666.0;110440.0;379.798;2.154;106556.0;2.078;0.323;3.1;tests performed;17024426.0;11076086.0;5948340.0;;330694.0;328129.0;33.21;21.61;11.6;;6401.0;143523.0;0.28;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-27;4158716.0;32376.0;30507.143;104678.0;664.0;677.714;81120.604;631.532;595.077;2041.866;12.952;13.22;1.03;;;;;;;;;19569875.0;99209.0;381.733;1.935;109817.0;2.142;0.318;3.1;tests performed;17227818.0;11128130.0;6137238.0;;203392.0;324850.0;33.6;21.71;11.97;;6337.0;136576.0;0.266;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;132409.4;35.61;111.89;2582.799724
COL;South America;Colombia;2021-06-28;4187194.0;28478.0;31255.571;105326.0;648.0;677.714;81676.101;555.497;609.676;2054.506;12.64;13.22;1.01;;;;;;;;;19646098.0;76223.0;383.22;1.487;109325.0;2.133;0.319;3.1;tests performed;17570929.0;11187507.0;6383422.0;;343111.0;324571.0;34.27;21.82;12.45;;6331.0;123767.0;0.241;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-29;4213074.0;25880.0;30864.714;105934.0;608.0;661.714;82180.92;504.82;602.052;2066.366;11.86;12.908;0.99;;;;;;;;;19772875.0;126777.0;385.693;2.473;111610.0;2.177;0.314;3.2;tests performed;17941952.0;11375190.0;6654730.0;;371023.0;322788.0;35.0;22.19;12.98;;6296.0;126005.0;0.246;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-06-30;4240982.0;27908.0;30566.571;106544.0;610.0;656.714;82725.299;544.378;596.237;2078.265;11.899;12.81;0.97;;;;;;;;;19887032.0;114157.0;387.92;2.227;109664.0;2.139;0.314;3.2;tests performed;18281743.0;11518988.0;6896325.0;;339791.0;320418.0;35.66;22.47;13.45;;6250.0;123051.0;0.24;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-01;4269297.0;28315.0;29897.714;107137.0;593.0;643.0;83277.616;552.317;583.19;2089.832;11.567;12.542;0.96;;;;;;;;;20010139.0;123107.0;390.321;2.401;110197.0;2.15;0.304;3.3;tests performed;18578199.0;11644777.0;7101383.0;;296456.0;316049.0;36.24;22.71;13.85;;6165.0;120797.0;0.236;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-02;4297302.0;28005.0;29222.286;107723.0;586.0;628.857;83823.886;546.27;570.015;2101.263;11.431;12.267;0.94;;;;;;;;;20130214.0;120075.0;392.663;2.342;109998.0;2.146;0.302;3.3;tests performed;18857607.0;11760312.0;7292768.0;;279408.0;309125.0;36.78;22.94;14.23;;6030.0;117725.0;0.23;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-03;4324230.0;26928.0;28270.0;108314.0;591.0;614.286;84349.148;525.262;551.439;2112.791;11.528;11.982;0.93;;;;;;;;;20231810.0;101596.0;394.645;1.982;108735.0;2.121;0.297;3.4;tests performed;19115730.0;11902048.0;7436866.0;;258123.0;298758.0;37.29;23.22;14.51;;5828.0;117995.0;0.23;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-04;4350495.0;26265.0;27397.0;108896.0;582.0;602.571;84861.477;512.329;534.41;2124.143;11.353;11.754;0.92;;;;;;;;;20334215.0;102405.0;396.643;1.998;109191.0;2.13;0.294;3.4;tests performed;19264851.0;11982415.0;7522208.0;;149121.0;291005.0;37.58;23.37;14.67;;5676.0;122041.0;0.238;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;137757.5;36.56;106.26;2687.12065
COL;South America;Colombia;2021-07-05;4375861.0;25366.0;26952.429;109466.0;570.0;591.429;85356.271;494.793;525.739;2135.262;11.119;11.537;0.92;;;;;;;;;20384574.0;50359.0;397.625;0.982;105497.0;2.058;0.289;3.5;tests performed;19436143.0;12084403.0;7624099.0;;171292.0;266459.0;37.91;23.57;14.87;;5198.0;128128.0;0.25;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-06;4402582.0;26721.0;27072.571;110019.0;553.0;583.571;85877.495;521.224;528.082;2146.049;10.787;11.383;0.9;;;;;;;;;20452600.0;68026.0;398.952;1.327;97104.0;1.894;0.293;3.4;tests performed;;;;;;267921.0;;;;;5226.0;134386.0;0.262;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-07;4426811.0;24229.0;26547.0;110578.0;559.0;576.286;86350.11;472.615;517.83;2156.953;10.904;11.241;0.88;;;;;;;;;20562037.0;109437.0;401.087;2.135;96429.0;1.881;0.287;3.5;tests performed;20198661.0;12547379.0;8060751.0;;;273845.0;39.4;24.48;15.72;;5342.0;146913.0;0.287;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-08;4450086.0;23275.0;25827.0;111155.0;577.0;574.0;86804.116;454.006;503.786;2168.208;11.255;11.197;0.86;;;;;;;;;20660918.0;98881.0;403.015;1.929;92968.0;1.813;0.287;3.5;tests performed;;;;;;250853.0;;;;;4893.0;142893.0;0.279;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-09;4471622.0;21536.0;24902.857;111731.0;576.0;572.571;87224.201;420.085;485.759;2179.443;11.236;11.169;0.84;;;;;;;;;20777100.0;116182.0;405.282;2.266;92412.0;1.803;0.28;3.6;tests performed;;;;;;230296.0;;;;;4492.0;140337.0;0.274;59.26;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2021-07-10;4492537.0;20915.0;24043.857;112298.0;567.0;569.143;87632.172;407.971;469.003;2190.503;11.06;11.102;0.83;;;;;;;;;20864103.0;87003.0;406.979;1.697;90328.0;1.762;0.278;3.6;tests performed;20605186.0;12840321.0;8305787.0;;;212779.0;40.19;25.05;16.2;;4151.0;134039.0;0.261;53.7;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
